year,month,region_id,subregion_id,region,industry_id,subindustry_id,business_type,value
2013,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,473986
2010,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,475083
2011,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,477172
2010,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,479689
2009,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,481674
2010,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,484766
2008,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,489092
2012,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,490895
2009,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,492530
2010,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,493320
2008,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,499232
2014,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,500767
2009,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,504781
2009,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,505218
2010,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,506158
2012,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,507325
2009,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,507954
2011,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,508959
2011,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,511219
2012,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,511451
2011,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,512316
2011,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,512663
2010,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,513850
2009,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,526197
2011,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,526505
2014,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,527515
2011,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,529994
2012,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,535384
2013,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,539937
2012,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,542458
2008,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,548894
2011,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,554717
2008,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,554934
2011,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,560659
2010,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,561450
2012,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,562573
2013,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,562865
2010,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,564175
2012,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,566547
2008,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,570994
2013,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,592044
2012,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,596407
2012,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,596526
2011,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,597998
2013,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,598497
2013,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,602360
2013,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,609752
2015,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,616716
2014,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,620463
2013,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,624801
2014,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,627128
2013,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,630250
2014,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,630680
2013,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,635171
2014,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,638327
2012,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,641562
2014,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,645812
2015,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,646708
2014,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,660143
2012,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,660391
2014,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,660666
2013,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,667707
2014,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,674363
2014,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,705190
2015,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,713630
2016,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,718217
2018,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,743681
2014,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,745099
2016,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,756645
2015,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,774419
2017,February,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,775097
2015,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,778050
2015,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,789304
2015,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,792622
2018,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,801902
2015,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,807930
2015,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,808072
2016,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,825803
2017,January,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,841190
2015,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,852560
2015,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,863914
2015,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,873761
2016,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,880847
2016,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,890270
2017,December,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,900002
2016,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,904782
2016,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,919276
2017,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,928249
2016,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,956166
2016,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,959382
2017,November,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,959754
2016,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,961575
2016,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,981307
2018,March,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,987130
2016,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,998732
2017,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1002777
2017,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1018350
2017,September,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1025233
2018,April,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1034845
2017,July,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1045804
2017,October,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1050625
2017,June,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1058810
2017,August,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1084035
2018,May,,1,"Vancouver, British Columbia",1,,Motor vehicle and parts dealers,1097472
2010,January,13,,Yukon,1,,Motor vehicle and parts dealers,5485
2010,February,13,,Yukon,1,,Motor vehicle and parts dealers,5593
2012,January,13,,Yukon,1,,Motor vehicle and parts dealers,6299
2011,January,13,,Yukon,1,,Motor vehicle and parts dealers,6957
2011,February,13,,Yukon,1,,Motor vehicle and parts dealers,7019
2012,February,13,,Yukon,1,,Motor vehicle and parts dealers,7535
2016,January,13,,Yukon,1,,Motor vehicle and parts dealers,7853
2017,February,13,,Yukon,1,,Motor vehicle and parts dealers,8054
2016,December,13,,Yukon,1,,Motor vehicle and parts dealers,8097
2018,February,13,,Yukon,1,,Motor vehicle and parts dealers,8510
2017,December,13,,Yukon,1,,Motor vehicle and parts dealers,8535
2010,March,13,,Yukon,1,,Motor vehicle and parts dealers,8577
2017,January,13,,Yukon,1,,Motor vehicle and parts dealers,8710
2010,November,13,,Yukon,1,,Motor vehicle and parts dealers,8749
2010,December,13,,Yukon,1,,Motor vehicle and parts dealers,8807
2010,April,13,,Yukon,1,,Motor vehicle and parts dealers,8920
2011,August,13,,Yukon,1,,Motor vehicle and parts dealers,8954
2012,March,13,,Yukon,1,,Motor vehicle and parts dealers,8966
2016,February,13,,Yukon,1,,Motor vehicle and parts dealers,9332
2018,January,13,,Yukon,1,,Motor vehicle and parts dealers,9594
2010,May,13,,Yukon,1,,Motor vehicle and parts dealers,9612
2010,September,13,,Yukon,1,,Motor vehicle and parts dealers,10112
2011,March,13,,Yukon,1,,Motor vehicle and parts dealers,10167
2016,November,13,,Yukon,1,,Motor vehicle and parts dealers,10449
2011,May,13,,Yukon,1,,Motor vehicle and parts dealers,10487
2017,November,13,,Yukon,1,,Motor vehicle and parts dealers,10521
2010,July,13,,Yukon,1,,Motor vehicle and parts dealers,10698
2010,October,13,,Yukon,1,,Motor vehicle and parts dealers,10704
2016,March,13,,Yukon,1,,Motor vehicle and parts dealers,10720
2011,July,13,,Yukon,1,,Motor vehicle and parts dealers,10760
2016,October,13,,Yukon,1,,Motor vehicle and parts dealers,10793
2010,August,13,,Yukon,1,,Motor vehicle and parts dealers,11132
2011,June,13,,Yukon,1,,Motor vehicle and parts dealers,11212
2017,September,13,,Yukon,1,,Motor vehicle and parts dealers,11492
2010,June,13,,Yukon,1,,Motor vehicle and parts dealers,11508
2017,October,13,,Yukon,1,,Motor vehicle and parts dealers,11525
2016,June,13,,Yukon,1,,Motor vehicle and parts dealers,11576
2016,September,13,,Yukon,1,,Motor vehicle and parts dealers,11627
2017,August,13,,Yukon,1,,Motor vehicle and parts dealers,11964
2017,March,13,,Yukon,1,,Motor vehicle and parts dealers,12222
2016,July,13,,Yukon,1,,Motor vehicle and parts dealers,12379
2017,April,13,,Yukon,1,,Motor vehicle and parts dealers,12540
2016,April,13,,Yukon,1,,Motor vehicle and parts dealers,12720
2011,April,13,,Yukon,1,,Motor vehicle and parts dealers,12748
2018,March,13,,Yukon,1,,Motor vehicle and parts dealers,12805
2016,August,13,,Yukon,1,,Motor vehicle and parts dealers,12813
2017,July,13,,Yukon,1,,Motor vehicle and parts dealers,13083
2018,April,13,,Yukon,1,,Motor vehicle and parts dealers,14237
2017,June,13,,Yukon,1,,Motor vehicle and parts dealers,14844
2016,May,13,,Yukon,1,,Motor vehicle and parts dealers,14885
2017,May,13,,Yukon,1,,Motor vehicle and parts dealers,16589
2018,May,13,,Yukon,1,,Motor vehicle and parts dealers,18282
2010,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,8865
2016,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,9643
2016,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,9954
2017,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,9986
2016,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,10296
2010,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,10346
2010,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,10470
2011,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,10783
2016,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,10917
2010,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11044
2010,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11135
2017,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11214
2013,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11285
2012,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11468
2011,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11484
2010,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11496
2011,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11520
2017,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11702
2011,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11723
2011,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11769
2012,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11773
2016,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11794
2014,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11961
2010,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11977
2012,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,11978
2016,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12181
2016,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12323
2010,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12376
2013,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12387
2014,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12523
2016,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12765
2013,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12831
2011,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12839
2016,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,12918
2018,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13059
2017,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13068
2011,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13109
2012,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13126
2014,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13154
2013,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13259
2011,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13492
2014,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13546
2017,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13635
2017,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13683
2017,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13738
2014,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13847
2010,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,13979
2013,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14031
2014,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14063
2016,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14245
2018,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14302
2015,January,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14319
2018,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14393
2016,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14402
2013,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14433
2013,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14495
2013,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14512
2014,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14527
2015,December,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14678
2010,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14684
2016,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14684
2017,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14753
2014,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14782
2012,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14841
2017,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14902
2017,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14955
2017,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,14964
2015,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15034
2013,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15039
2014,May,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15320
2012,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15334
2018,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15393
2015,November,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15436
2011,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15579
2011,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15609
2014,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15627
2013,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15723
2011,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15807
2012,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,15816
2010,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16022
2013,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16036
2015,October,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16150
2017,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16164
2015,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16215
2010,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16237
2018,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16248
2011,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16492
2012,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16607
2012,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16776
2014,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,16820
2012,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17280
2014,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17401
2015,August,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17441
2013,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17483
2015,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17700
2012,June,6,,Northwest Territories,1,,Motor vehicle and parts dealers,17760
2015,February,6,,Northwest Territories,1,,Motor vehicle and parts dealers,18475
2015,April,6,,Northwest Territories,1,,Motor vehicle and parts dealers,18825
2015,September,6,,Northwest Territories,1,,Motor vehicle and parts dealers,19455
2012,March,6,,Northwest Territories,1,,Motor vehicle and parts dealers,20348
2015,July,6,,Northwest Territories,1,,Motor vehicle and parts dealers,21156
2016,February,8,,Nunavut,1,,Motor vehicle and parts dealers,204
2016,March,8,,Nunavut,1,,Motor vehicle and parts dealers,218
2016,January,8,,Nunavut,1,,Motor vehicle and parts dealers,235
2010,October,8,,Nunavut,1,,Motor vehicle and parts dealers,238
2012,January,8,,Nunavut,1,,Motor vehicle and parts dealers,249
2010,September,8,,Nunavut,1,,Motor vehicle and parts dealers,262
2011,January,8,,Nunavut,1,,Motor vehicle and parts dealers,266
2011,February,8,,Nunavut,1,,Motor vehicle and parts dealers,276
2012,February,8,,Nunavut,1,,Motor vehicle and parts dealers,276
2012,March,8,,Nunavut,1,,Motor vehicle and parts dealers,277
2017,February,8,,Nunavut,1,,Motor vehicle and parts dealers,282
2018,February,8,,Nunavut,1,,Motor vehicle and parts dealers,285
2010,November,8,,Nunavut,1,,Motor vehicle and parts dealers,290
2010,August,8,,Nunavut,1,,Motor vehicle and parts dealers,309
2016,July,8,,Nunavut,1,,Motor vehicle and parts dealers,309
2016,April,8,,Nunavut,1,,Motor vehicle and parts dealers,332
2011,March,8,,Nunavut,1,,Motor vehicle and parts dealers,335
2011,August,8,,Nunavut,1,,Motor vehicle and parts dealers,336
2010,January,8,,Nunavut,1,,Motor vehicle and parts dealers,338
2011,July,8,,Nunavut,1,,Motor vehicle and parts dealers,348
2016,May,8,,Nunavut,1,,Motor vehicle and parts dealers,348
2016,October,8,,Nunavut,1,,Motor vehicle and parts dealers,348
2010,February,8,,Nunavut,1,,Motor vehicle and parts dealers,355
2010,June,8,,Nunavut,1,,Motor vehicle and parts dealers,357
2017,January,8,,Nunavut,1,,Motor vehicle and parts dealers,357
2017,March,8,,Nunavut,1,,Motor vehicle and parts dealers,369
2016,December,8,,Nunavut,1,,Motor vehicle and parts dealers,370
2010,July,8,,Nunavut,1,,Motor vehicle and parts dealers,371
2011,June,8,,Nunavut,1,,Motor vehicle and parts dealers,372
2018,January,8,,Nunavut,1,,Motor vehicle and parts dealers,375
2016,June,8,,Nunavut,1,,Motor vehicle and parts dealers,376
2016,September,8,,Nunavut,1,,Motor vehicle and parts dealers,387
2010,December,8,,Nunavut,1,,Motor vehicle and parts dealers,398
2010,April,8,,Nunavut,1,,Motor vehicle and parts dealers,404
2010,May,8,,Nunavut,1,,Motor vehicle and parts dealers,407
2017,October,8,,Nunavut,1,,Motor vehicle and parts dealers,409
2011,April,8,,Nunavut,1,,Motor vehicle and parts dealers,414
2018,March,8,,Nunavut,1,,Motor vehicle and parts dealers,419
2017,September,8,,Nunavut,1,,Motor vehicle and parts dealers,422
2016,November,8,,Nunavut,1,,Motor vehicle and parts dealers,432
2016,August,8,,Nunavut,1,,Motor vehicle and parts dealers,440
2017,April,8,,Nunavut,1,,Motor vehicle and parts dealers,442
2018,May,8,,Nunavut,1,,Motor vehicle and parts dealers,477
2018,April,8,,Nunavut,1,,Motor vehicle and parts dealers,487
2017,May,8,,Nunavut,1,,Motor vehicle and parts dealers,501
2010,March,8,,Nunavut,1,,Motor vehicle and parts dealers,509
2011,May,8,,Nunavut,1,,Motor vehicle and parts dealers,523
2017,December,8,,Nunavut,1,,Motor vehicle and parts dealers,531
2017,August,8,,Nunavut,1,,Motor vehicle and parts dealers,553
2017,November,8,,Nunavut,1,,Motor vehicle and parts dealers,631
2017,June,8,,Nunavut,1,,Motor vehicle and parts dealers,643
2017,July,8,,Nunavut,1,,Motor vehicle and parts dealers,709
2009,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,85964
2009,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,88709
2010,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,97542
2010,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,100657
2011,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,101610
2008,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,106082
2012,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,109453
2011,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,109474
2009,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,110615
2012,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,115297
2008,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,115384
2009,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,115716
2008,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,115835
2008,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,115915
2009,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,116531
2014,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,118353
2012,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,120420
2013,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,121540
2008,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,121874
2010,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,123522
2013,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,123740
2015,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,126741
2011,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,129192
2013,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,129706
2014,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,130606
2015,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,131697
2009,October,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,133940
2008,October,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,135203
2009,August,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,135604
2008,September,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,136649
2016,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,136901
2009,September,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,137108
2010,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,138451
2010,October,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,139242
2018,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,140731
2011,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,144327
2010,September,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,144541
2014,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,146400
2010,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,147186
2017,January,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,147702
2016,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,148668
2012,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,149289
2011,October,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,149887
2009,April,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,149925
2018,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,150384
2013,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,150867
2008,August,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,151498
2016,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,152774
2015,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,153972
2015,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,154212
2011,September,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,155141
2014,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,156426
2012,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,156694
2017,February,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,157283
2011,March,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,161029
2012,October,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,161129
2017,December,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,161644
2009,July,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,162243
2008,June,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,162766
2012,September,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,163660
2010,August,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,164496
2008,July,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,165962
2010,April,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,166766
2014,November,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,167015
2011,July,5,,Newfoundland and Labrador,1,,Motor vehicle and parts dealers,167263
